Ticker,Description,"Change 1m, %","Change 5m, %","Change 15m, %","Change 1h, %","Change 4h, %",Change %,"Change 1W, %","Change 1M, %",3-Month Performance,6-Month Performance,YTD Performance,Yearly Performance,1-Year Beta,Volatility
AMAL,Amalgamated Financial Corp.,1.09439124,-0.13513514,-0.53835801,-0.26990553,2.99651568,-5.21907216,-6.98703762,-5.40192926,-10.35953687,-18.95316804,7.05967977,21.36963696,0.5445525,8.53146853
GWRS,"Global Water Resources, Inc.",0.4473161,0.39741679,0.29776675,0.34756703,0.99950025,0.39741679,-1.12524462,1.05,17.8425656,15.02561184,40.24982651,78.84955752,1.0765431,2.11586902
CSTE,Caesarstone Ltd.,0.07541478,0.03769318,-0.22556391,0.34026465,0.1509434,-1.04399702,-0.30052592,2.07692308,-18.1369525,2.31303007,2.94802172,26.74307545,1.9614604,2.24933283
EQBK,"Equity Bancshares, Inc.",-0.03147624,-0.0943693,-0.0943693,0.09454775,0.03149606,-0.12578616,-0.06293266,-0.99750623,0.15767897,12.42477876,47.10514127,95.92843924,0.41763833,1.33418043
CLSK,"CleanSpark, Inc.",0.07818608,0.08522883,-0.52998865,-1.31071704,-1.38674884,-7.31884058,-10.3085554,-7.31884058,-32.25635593,-52.50649833,-55.97246127,39.47655398,2.232442,9.00473934
DCRC,Decarbonization Plus Acquisition Corporation III,-0.05007511,-0.1001001,-0.00801539,-0.09009911,0.05012531,0.20060181,0.70564516,0.70564516,-7.41427247,,,,2.6483924,0.90270812
LHC,Leo Holdings Corp. II,0,0,0,0.10309278,0.30991736,0.30991736,0.41365047,0.10309278,0,,,,0.12127749,0.41365047
DJCO,Daily Journal Corp. (S.C.),-0.57436518,-0.57436518,-0.57436518,-0.57436518,-0.57436518,0.30182927,0.30182927,-3.23823529,-0.51708497,-1.05861478,-18.56683168,22.2102526,0.33510527,1.81346467
VSTA,Vasta Platform Limited,-0.18518519,-1.19156737,-0.18518519,-1.82149362,-1.91082803,-2.50447227,-2.67857143,-2.50447227,-38.2785957,-54.00843882,-62.4137931,-64.44879322,0.32758355,6.1452514
RAIN,Rain Therapeutics Inc.,0.70011669,2.61593341,1.52941176,1.52941176,0.67074949,-2.11066743,-3.32394366,-2.11066743,-12.09016393,,,,1.7945642,7.44101633
KRUS,"Kura Sushi USA, Inc.",0.04254414,0.04254414,-0.5077216,0.19984575,2.97788483,0.81949536,-5.07614213,-7.99055304,21.2081929,49.26564496,139.74358974,218.46049046,1.0664465,6.10549944
GIG,"GigCapital4, Inc.",0.10162602,0.10162602,0,0,0.10162602,0.2034588,0.10162602,-0.30364372,0.2034588,-5.88572521,-11.65919283,-2.47524752,0.14584638,0.30549898
GERN,Geron Corporation,0.70921986,-0.35087719,-0.6993007,-1.04529617,-1.38888889,-2.75862069,-2.08333333,-2.75862069,-6,-22.95081967,-11.32075472,-23.78378378,0.38791284,5.79710145
GNUS,"Genius Brands International, Inc.",-0.66666667,-0.66666667,-0.66666667,-1.96723469,-1.96723469,-3.84615385,-6.83229814,-10.17964072,-29.57746479,-30.23255814,8.69565217,41.50943396,1.6707263,4.69798658
TDW,Tidewater Inc.,0.00091242,0,-0.0911577,-0.27297543,-1.52740341,-4.85689506,-3.94045534,-4.60869565,-23.76650452,-23.71349096,26.96759259,63.48733234,1.5602078,7.13632205
WTI,"W&T Offshore, Inc.",0.47543582,0.3164557,0.15797788,-0.15748031,0,-2.16049383,-3.93939394,-2.7607362,-29.86725664,-21.72839506,46.08294931,62.56410256,1.4810587,5.3968254
ATOS,"Atossa Therapeutics, Inc.",0.14064698,0.28169014,0.00280907,-1.2482663,-0.76655052,-2.73224044,-5.06666667,-6.31578947,-19.09090909,22.33676976,274.73684211,70.33492823,2.9867938,6.28457239
KVSA,Khosla Ventures Acquisition Co.,0,0.20242915,0.20242915,0.20242915,0.12743492,0,-0.10090817,0.30395137,-0.10090817,-4.80769231,,,0.14124437,0.30395137
FDUS,Fidus Investment Corporation,-0.2173913,-0.2173913,-0.37981552,-0.37981552,-0.13598042,0.38209607,1.32231405,4.13363533,2.79485746,18.49226804,40.38167939,75.64469914,0.7729482,0.98092643
BWB,"Bridgewater Bancshares, Inc.",-0.31269543,-0.6234414,-0.21909233,-0.90146099,-0.6234414,-0.49937578,-0.375,-2.50764526,-7.64774044,-6.01415094,27.62209768,65.3526971,0.67210245,1.57133878
ZYXI,"Zynex, Inc.",-0.03883495,-0.23255814,0.15564202,0.23364486,-0.27121271,-1.67682927,-2.12443096,-3.80313199,-19.7761194,-22.9390681,-4.16047548,-22.14846107,1.2060171,3.76470588
EBET,"Esports Technologies, Inc.",-0.26486168,-0.01475144,0.08860012,0.77311924,1.01341282,-1.39778684,1.43798682,4.21668206,61.16135174,,,,1.7933164,4.38729198
USX,"U.S. Xpress Enterprises, Inc.",-0.16872891,-0.16872891,0.85227273,0.85227273,-0.39281706,-2.52192982,-0.33632287,1.71624714,-18.96080219,-18.88686131,29.97076023,-6.61764706,1.6484336,4.10022779
MSON,"MISONIX, Inc.",0.1171875,0.15631106,-0.23355391,-0.15582392,-0.6203955,-0.9277155,-0.9277155,0.90551181,13.20671378,38.91598916,105.04,117.20338983,1.909582,1.66145426
EBON,Ebang International Holdings Inc.,0.41666667,0.48365577,0.76935942,0.76514613,-0.77813002,-4.76190476,-12.08791209,-6.25,-32.77310924,-65.11627907,-60.46128501,-67.56756757,0.763157,7.69230769
PTSI,"P.A.M. Transportation Services, Inc.",0.20408163,0.64053292,1.44628099,0.20408163,0.71794872,0.25759918,0.59446886,11.29539605,37.52650177,25.00401477,58.85714286,122.4,1.5314271,3.47240218
HIGA,H.I.G. Acquisition Corp.,-0.10224949,0,0,0.10245902,0.20512821,0.20512821,0.30800821,0.30800821,-0.6103764,-2.3,-3.36300692,,0.15827867,0.61728395
IGIC,International General Insurance Holdings Ltd.,-0.54347826,-0.54347826,-0.54347826,-0.54347826,-0.54347826,3.85925085,-0.86673889,-3.37909187,2.12053571,26.90707351,13.24257426,32.60869565,0.4605436,4.84923294
LOOP,"Loop Industries, Inc.",-0.04791567,-0.76117983,-1.23106061,-0.90261283,0.77294686,-0.47528517,0.67307692,15.43550165,-22.84450995,19.52054795,26.14457831,-15.97110754,0.63931733,7.84708249
MRNS,"Marinus Pharmaceuticals, Inc.",-0.20652623,-0.12236664,-0.16528926,-1.30718954,-0.16528926,-3.74800638,-1.06557377,-2.34627832,-31.76936122,-34.54446855,-1.06557377,60.50531915,0.81839174,4.93723849
KXIN,Kaixin Auto Holdings,0.48780488,0.48780488,0.32467532,-0.64308682,1.98019802,-1.59235669,0.6514658,-0.32258065,28.75,-8.03571429,-17.15817694,498.95328552,0.22179398,5.90219224
JOAN,"JOANN, Inc.",-0.19047619,0.09551098,0.23912004,1.50121065,1.10950314,4.47761194,2.14007782,-23.41356674,-36.24772313,,,,1.6035416,6.14919355
LEU,Centrus Energy Corp.,0.3034659,0.31948882,-0.14310701,0.2874481,-1.50564617,-5.43933054,0.06325111,9.44309927,23.44908311,31.28630705,36.79204496,224.84599589,1.6000457,11.38607799
TLYS,"Tilly's, Inc.",0,0.03416467,0.2739726,0.0683527,-0.88016249,-3.8107753,-0.94722598,-5.97302505,-8.55715178,25.44987147,79.41176471,99.45504087,1.3322978,4.38957476
IBCP,Independent Bank Corporation,0,-0.14648438,-0.29254022,-0.09770396,-0.24390244,0,-0.82404266,-2.29226361,-10.81081081,-13.59797297,10.77422848,41.68975069,0.97963685,1.47710487
FUV,"Arcimoto, Inc.",-0.16977929,0.08595818,0.5988024,0.48877192,1.1177988,-3.76740377,-3.45110929,-5.39452496,-25.6799494,-36.48648649,-11.1866969,122.53787879,2.0342908,8.01199544
RLMD,"Relmada Therapeutics, Inc.",0.03969829,0.15898251,-0.15847861,-0.3164557,-0.1980198,-0.67246835,2.90983607,5.01882058,-17.9143511,-27.98967594,-21.70252572,-32.7170418,0.64743376,4.81436149
BTAQ,Burgundy Technology Acquisition Corporation,-0.10080645,-0.10080645,0,0,0.09999899,0,0.2020202,0.3033367,-0.20120724,-1.68483647,-4.70701249,,0.19585924,0.3033367
XPDI,Power & Digital Infrastructure Acquisition Corp.,0.09861933,0.09861933,0.09861933,-0.0984252,0.4950495,0,-1.07212476,0,3.67722165,,,,0.16766433,1.43678731
MPX,Marine Products Corporation,0.0777605,0.03886514,0.0777605,0.0777605,0.0777605,-0.38729667,-9.69101124,-9.30888575,-18.91551072,-31.08252947,-11.55433287,-28.19653825,0.12649488,1.24416796
TG,Tredegar Corporation,-0.154202,0.21358262,-0.154202,-0.07716049,-0.23112481,-1.89393939,-1.44596651,-2.48493976,-14.35185185,-29.31222707,-22.45508982,-23.55371901,1.1175137,2.48447205
TLIS,Talis Biomedical Corporation,-0.12658228,-0.50441362,0.34720897,-1.25156446,1.12143544,-5.6422569,-6.2052506,-2.48138958,-25.8490566,-46.85598377,,,4.46323,8.88888889
HTBI,"HomeTrust Bancshares, Inc.",0.18063584,0.25307303,0.25307303,0.14445648,0.10830325,-0.39568345,-0.57450628,-0.46728972,-3.72044506,11.0709988,43.39720352,85.96373405,0.43226388,0.90744102
KBAL,"Kimball International, Inc.",0.16792611,0,-0.08375209,0,-0.16736402,-2.53890254,-2.29885057,-4.57097033,-16.13812544,-15.06067095,-0.41841004,8.77513711,0.58105075,2.60504202
FUSE,Fusion Acquisition Corp.,-0.1002004,-0.1002004,-0.05012531,-0.1002004,-0.15022534,0,0.20100503,0.30181087,0,-4.50191571,-11.7699115,1.32113821,0.40196,0.30120482
PRQR,ProQR Therapeutics N.V.,-0.29282577,-0.43859649,-0.43859649,-0.58394161,-0.80116533,-2.15517241,-1.447178,1.94610778,5.41795666,43.36842105,62.14285714,32.49027237,1.4262317,4.64767616
PDSB,PDS Biotechnology Corporation,0,0.19556714,0,0.26092629,0.51467174,-2.16975112,-0.90497738,-1.414791,29.58579882,304.48548813,616.35514019,603.21100917,3.0336065,6.77966102
PNNT,PennantPark Investment Corporation,0,-0.07757952,-0.30959752,-0.30959752,-0.92307692,0,-1.52439024,-0.46224961,-7.44985673,10.80617496,40.13015184,73.19034853,0.75376904,1.71073095
QELL,Qell Acquisition Corp.,0,-0.2997003,-0.3992016,-0.29870428,0.1003009,0,0,0.1002004,0.50301811,-3.57142857,-18.71440195,,0.8390419,2.34693878
DEH,D8 Holdings Corp.,-0.05007511,-0.1001001,-0.05007511,-0.03005109,0,0,-0.1001001,0,0.80808081,-2.06084396,-1.77165354,1.83673469,0.09042113,0.1993988
FMNB,Farmers National Banc Corp.,0.06578947,0.13166557,0.13166557,0.19762846,0.3298153,-0.78380144,-1.49156939,-2.62820513,-10.80446271,-10.17149616,14.46872645,33.71478873,0.4767421,1.7028458
RYAM,Rayonier Advanced Materials Inc.,0.14814815,0.29673591,0.29673591,0.44576523,1.04633782,-2.4566474,-4.25531915,-4.39093484,-14.55696203,-35.28283797,3.52760736,93.96551724,2.445932,6.46153846
PCPC,Periphas Capital Partnering Corporation,-0.04127115,-0.04127115,-0.04127115,-0.04127115,-0.04127115,0.28985507,0.28985507,0.28985507,-1.70454545,,,,0.30459026,0.33030553
SPFR,Jaws Spitfire Acquisition Corporation,-0.05017561,-0.05017561,-0.05017561,-0.1003009,-0.2004008,-0.1002004,0,0.10040161,-0.3996004,-5.04761905,,,1.3745786,0.60362173
NDAC,NightDragon Acquisition Corp.,0.05038509,0.05038509,0.05038509,0.05038509,0,0.15440041,0.51652893,0,-1.11788618,,,,0.06345824,0.51652893
TWLV,Twelve Seas Investment Company II,0.41450777,0.41450777,0.41450777,0,0.5186722,0.5186722,-0.20597322,0.10330579,0.10330579,-1.62436548,-3.67793241,,-0.11926363,0.5186722
DMYQ,"dMY Technology Group, Inc. IV",0.07560484,0.07560484,-0.11671077,-0.02517623,0.07560484,0.10060362,0.50505051,0.40363269,0,,,,0.0177514,0.50403531
GBOX,Greenbox POS,0,-0.05047956,0.25316456,0.7121058,1.02040816,0.81549439,0.91836735,1.43589744,-31.9339298,-17.16917923,51.22324159,898.98989899,3.0956564,8.73936498
VTIQ,VectoIQ Acquisition Corp. II,0.30959752,0.51602362,0.51602362,0.51602362,0.51602362,0.51602362,0.41322314,0.51706308,-1.4198783,-3.76237624,-71.38651752,-4.89236791,-0.00102572,0.51496388
KURI,Alkuri Global Acquisition Corp.,0,0,-0.05037783,-0.05037783,0.07768126,-0.10070493,0,0,0.05042864,,,,0.22245695,0.3030303
HCIC,Hennessy Capital Investment Corp. V,0.10080645,0.10080645,0,0.09475233,0.10080645,0,0,0,-0.20120724,-1.09670987,,,0.18313758,0.2016129
OG,Onion Global Limited,1.01068376,1.28553982,2.10151188,5.52008929,9.17551963,14.31980907,54.51612903,58.60927152,-12.43144424,,,,1.7876025,24.41558442
OTLK,"Outlook Therapeutics, Inc.",0.10537408,0,-0.2020202,-1.2,-1.5936255,-2.76679842,-5.38461538,-10.86956522,-5.38461538,24.87309645,89.23076923,284.375,3.954529,5.37142857
KPTI,Karyopharm Therapeutics Inc.,0.35523979,0,0.35523979,-0.7029877,0.80285459,0,-0.87719298,-2.5862069,-43.61277445,-52.24006762,-63.50129199,-62.9750983,0.5033452,4.19708029
ENNV,ECP Environmental Growth Opportunities Corp.,0.25342119,0.20263425,0.20263425,0.20263425,0.30425963,0.30425963,-0.1010101,0.20263425,1.43485708,,,,-1.5630744,0.7121058
YAC,Yucaipa Acquisition Corporation,0.20242915,0.20242915,0.40567951,0.40567951,0.50761421,0.10131712,0.508647,0.20283976,0.40650407,-1.98412698,-2.17821782,,0.23457989,0.50761421
ATMR,Altimar Acquisition Corp. II,-0.20242915,-0.10131712,-0.10131712,-0.3033367,-0.20242915,-0.3030303,0.30487805,0.10141988,1.12704918,,,,0.11596435,0.50761421
HBT,"HBT Financial, Inc.",0.47725103,1.60875161,1.60875161,1.60875161,-0.75424261,-1.01910828,-1.0821133,-4.95412844,-13.08724832,-14.89594743,2.57425743,27.90123457,0.55332774,3.02640052
GMBT,Queen's Gambit Growth Capital,-0.00101522,-0.00101522,-0.00101522,-0.00101522,-0.00101522,-0.30364372,0.10162602,0.2034588,1.44181256,,,,0.03761124,0.40650407
VTNR,"Vertex Energy, Inc",0.15753494,-0.14409222,0.26476844,-0.14409222,-0.7504583,-2.80504909,-3.88349515,-8.09018568,-11.49425287,417.1641791,873.58808654,1253.78003516,2.6416059,4.76605638
WALD,Waldencast Acquisition Corp.,0,0,0,0,0,-0.10152284,-0.10152284,0.92307692,,,,,-0.27582383,0.10162602
SENEA,Seneca Foods Corp.,-0.0631845,-0.10526316,-0.21030494,-0.2312868,-1.06338616,-1.37214137,-2.56726227,-3.12436185,-2.00371824,-20.82777036,18.89724311,21.82845403,1.6382235,2.40509554
SSTI,"ShotSpotter, Inc.",0.38588754,0.02746498,0.08931639,0.08931639,-2.36081993,-3.53629354,-3.76657825,-8.91287974,-8.66062437,-6.95050013,-3.76657825,26.49930265,0.9691581,5.58312655
LUXA,Lux Health Tech Acquisition Corp.,0,0,0,0,0.20408163,0.1019368,0.30643514,0.20408163,-1.99600798,-6.91943128,-8.65116279,,0.39004156,0.20408163
FIXX,"Homology Medicines, Inc.",0.26990553,0.28343906,0.33760972,-0.40214477,-0.60200669,-0.67024129,-0.67024129,3.05980529,4.95750708,-26.41509434,-34.36669619,-27.70731707,0.58203655,4.29958391
FRXB,Forest Road Acquisition Corp. II,0.18341969,0.18341969,0.18341969,0.18341969,-0.33298969,-0.33298969,-0.33298969,-0.53806584,-1.24923391,,,,0.27364984,0.51813472
TRIN,Trinity Capital Inc.,0.18808777,-0.125,0,0.25094103,-0.125,-1.42414861,-1.72839506,-0.5,8.37304289,3.10880829,50.90047393,85.11627907,0.35947558,1.57232704
QD,Qudian Inc.,0,0.3003003,0,0.3003003,-0.29850746,-4.02298851,-3.46820809,-1.76470588,-20.47619048,-25.44642857,21.01449275,26.51515152,2.1623352,6.74846626
GIIX,"Gores Holdings VIII, Inc.",0,0,0.40983607,0.40983607,0.20449898,0,0,0.51282051,-1.6064257,,,,1.1652286,0.71942446
ERES,East Resources Acquisition Company,-0.1019368,-0.1019368,-0.0010204,-0.0010204,0,0,0.30706244,0.10214505,-0.1019368,-1.20967742,-3.44827586,,0.1441013,0.10204082
UVE,UNIVERSAL INSURANCE HOLDINGS INC,-0.36927622,-0.14803849,-0.14803849,0.07418398,1.04868914,1.5037594,-1.0989011,-5.19662921,-4.32317505,-15.20100503,-10.65519523,-25.53778268,0.91248286,2.11161388
ZIXI,Zix Corporation,0,-0.06743088,0.47457627,0.13513514,-0.33624748,1.36798906,-4.26356589,-4.26356589,2.91666667,-3.89105058,-14.13673233,35.96330275,1.7887901,3.74479889
AKUS,"Akouos, Inc.",0.08183306,0.08183306,-0.81103001,-2.31629393,-2.70485282,-5.77812018,-0.32599837,2.85954584,-10.92498179,-39.45544554,-38.32576904,-53.56871678,-0.2720014,6.30630631
RDVT,"Red Violet, Inc.",0.66102998,0.50652341,0.49109883,0.41404693,1.04938272,0.15174507,11.86440678,15.18324607,52.07373272,54.20560748,26.38835695,65,1.3907595,4.01234568
IRMD,iRadimed Corporation,0.02934272,-0.58326043,-0.3798948,-0.3798948,-1.45974852,-1.86406653,-3.71412493,1.36255924,18.04070369,38.54251012,50.0877193,55.54545455,-0.14915507,6.95447871
SLCR,Silver Crest Acquisition Corporation,-0.20429009,-0.20429009,-0.20429009,-0.20429009,-0.10224949,-0.30612245,-0.30612245,-0.4077472,0.8255934,,,,0.09057662,0.30706244
FTHM,Fathom Holdings Inc.,0.70175439,0.06973501,-0.03483107,0.94970102,-0.01741857,-0.94011142,-2.16643741,-0.45486354,-12.16424822,-14.30722892,-21.05993341,79.26906112,2.0711083,3.48053024
ENPC,Executive Network Partnering Corporation,0.26428638,0.26428638,0.26428638,0.26428638,0.26428638,0.30864198,0.1026694,0.1026694,-0.30674847,-1.5549273,-2.61685977,,0.18669227,0.41134066
ROSS,Ross Acquisition Corp II,0,0,0,0,0,-0.1025641,-0.1025641,0.10277492,-0.20491803,,,,0.00967958,0.6185567
LMRK,Landmark Infrastructure Partners LP,0.06067961,0,0.30413625,0.48750762,0.36518564,0.18248175,0.67237164,1.16707617,24.48979592,30.61062649,53.6380597,66.36363636,0.699598,1.13454572
CBAH,"CBRE Acquisition Holdings, Inc.",-0.20100503,-0.20100503,-0.20100503,-0.20100503,-0.11065285,-0.20100503,0.06045949,-0.10060362,1.53374233,0,,,0.45574823,0.35282258
PPGH,Poema Global Holdings Corp.,-0.30832477,-0.30832477,-0.30832477,-0.30832477,-0.20576132,0.20597322,0.30927835,0.10288066,-0.40941658,-1.31845842,,,0.06317849,0.41237113
TH,Target Hospitality Corp.,0,-0.24038462,0.0024097,-0.47961631,-3.48837209,-1.67064439,-0.48309179,3.51758794,-0.48309179,130.16759777,160.75949367,212.12121212,4.1758423,4.36893204
ACII,Atlas Crest Investment Corp. II,0,0,0,0,0.20618557,0.20618557,0.20618557,0.62111801,-0.91541112,,,,0.30565614,0.20618557
CLPT,ClearPoint Neuro Inc.,-0.10655301,-0.0533049,0.32102729,-0.53050398,-0.7321993,-3.946694,-3.946694,-0.68892422,-8.1372549,-2.95183843,17.93580868,326.87927107,0.68163776,5.7806591
FACT,Freedom Acquisition I Corp.,0,0,0,0,0,0.41365047,0.41365047,-0.10288066,-0.41025641,,,,0.17116493,0.51759834
JCIC,Jack Creek Investment Corp.,0,0,0,0.10309278,0.10309278,0.10309278,0.10309278,0.51759834,0.67392431,,,,0.10453153,0.30991736
COLI,Colicity Inc.,0,0,0,0.31023785,0.31023785,0.41365047,0.41365047,0.59257418,-0.81716037,,,,0.03441517,0.62176166
SPGS,"Simon Property Group Acquisition Holdings, Inc.",-0.15424165,-0.15424165,-0.20554985,-0.20554985,-0.41025641,-0.41025641,-0.30800821,-0.41025641,-1.01936799,,,,0.13299102,0.41194645
FMIV,Forum Merger IV Corporation,0.10288066,0.10288066,0.10288066,0.10288066,0.09979116,0.10288066,0.10288066,-0.20512821,,,,,0.33641425,0.20597322
RXRA,RXR Acquisition Corp.,0,0,0,0,0,-0.51282051,0,-0.10298661,,,,,0.15543611,0.51546392
GFX,Golden Falcon Acquisition Corp.,0.10319917,0.10319917,0.10319917,0.10319917,0.10319917,0,0.10319917,-0.20576132,0.22317738,-1.42276423,,,0.24516438,0.10319917
TWNI,Tailwind International Acquisition Corp.,0,0,0,0,0,0.41407867,-0.20576132,0,-0.30832477,,,,-0.08816152,0.41407867
SCOB,ScION Tech Growth II,0,-0.20576132,-0.20576132,-0.20576132,0.51813472,-0.41067762,-0.41067762,0.83160083,-0.41067762,,,,0.19611844,0.93264249
LEGA,"Lead Edge Growth Opportunities, Ltd",-0.61538462,-0.61538462,-0.61538462,-0.61538462,-0.61538462,-1.52439024,-1.52439024,-0.81883316,,,,,-0.27112627,1.54798762
TWNT,Tailwind Two Acquisition Corp.,-0.61538462,-0.61538462,-0.61538462,-0.61538462,-0.61538462,-0.61538462,0.15503876,-2.61306533,-2.02224469,,,,-0.05957827,0.61919505
DHHC,DiamondHead Holdings Corp.,-0.00103305,-0.00103305,0,0,0,0,0.09306173,0.10341262,-0.71794872,,,,-0.05983663,0.05165289
TIOA,Tio Tech A,0,0.10341262,0.10341262,0,0.10341262,0.20703934,0.31088083,0.5192108,,,,,-0.14245442,3.01455301
MLR,"Miller Industries, Inc.",0.32858708,0.17771702,0.16402406,0.32858708,0.20511418,-0.5170068,-1.13574905,-1.77324019,-12.11538462,-19.20441989,-3.84008417,18.12600969,0.5793105,0.90609555
TTSH,"Tile Shop Holdings, Inc.",-0.0623053,0,-0.37267081,-0.124533,-0.86526576,1.19798235,-1.29151292,2.62148338,0.56390977,23.46153846,86.62790698,221,-0.4941212,3.28697851
SLAC,Social Leverage Acquisition Corp I,-0.30927835,-0.30927835,-0.30927835,-0.30927835,-0.30927835,0,0,0.10351967,-0.61664954,,,,-0.00947171,0.31023785
SCLE,Broadscale Acquisition Corp.,-0.30927835,-0.30927835,-0.30927835,-0.30927835,-0.30927835,0,0,0,-0.51440329,,,,-0.03763833,0.31023785
ACAH,Atlantic Coastal Acquisition Corp.,0.10351967,0.10351967,0.10351967,0.10351967,0.10351967,0.10351967,0.10351967,-0.10330579,-0.41194645,,,,0.030096,0.20682523
SBEA,SilverBox Engaged Merger Corp I,-0.10341262,-0.10341262,-0.10341262,-0.10341262,-0.10341262,-0.10341262,0.10362694,0,,,,,0.23291509,0.10351967
ANY,Sphere 3D Corp.,0.57060527,-1.12061711,-0.49258998,-2.51790603,2.47238372,17.02479339,11.32075472,9.09090909,254,177.64705882,395.1048951,176.5625,1.7857778,22.82430213
OEPW,One Equity Partners Open Water I Corp.,-0.51546392,-0.51546392,-0.51546392,-0.51546392,-0.51546392,-0.51546392,-0.23777525,0.10373444,-1.02564103,,,,0.08368671,0.51813472
ZIOP,ZIOPHARM Oncology Inc,-1.28534704,-1.03092784,-2.53807107,-3.7593985,-4,-12.27272727,16.96969697,18.40490798,-40.97859327,-59.79166667,-23.41269841,-25.19379845,1.7604512,16.4021164
GLBL,Cartesian Growth Corporation,-0.0176248,-0.0176248,-0.0176248,-0.0176248,-0.0176248,-0.47678019,0.03941909,0.03941909,,,,,-0.05241293,0.47906427
ALTG,Alta Equipment Group Inc.,-0.46547711,-0.15564202,-1.00308642,-0.91133766,-3.38855422,-0.23291925,-1.98321892,-3.09200603,-4.17598807,11.83637946,30.06072874,47.5315729,0.8811863,4.375
SNII,"Supernova Partners Acquisition Company II, Ltd.",-1.02774923,-1.02774923,-1.02774923,-1.02774923,-1.02774923,-1.02774923,-1.02774923,-0.56788849,-1.33196721,,,,0.0542137,1.0384216
PTOC,Pine Technology Acquisition Corp.,0,0,0,0,0,-1.63432074,-1.63432074,-0.51652893,,,,,0.06840565,1.66147456
NEXT,NextDecade Corporation,0,-0.5899705,-0.73637703,-1.33793951,-3.98860399,-3.42857143,2.11480363,1.80722892,-22.65446224,86.74033149,61.72248804,76.96335079,-0.6668163,6.82492582
TNK,Teekay Tankers Ltd.,-0.16286645,0.12249898,-0.32520325,-0.04076641,-0.40617384,-3.53773585,-1.91846523,7.16157205,-20.58252427,-18.52589641,11.44414169,0.49140049,1.1275111,4.83606557
LCTX,"Lineage Cell Therapeutics, Inc.",0,0,-1.00200401,-1.2,-1.5936255,-7.8358209,-11.46953405,-1.98412698,-12.09964413,9.77777778,40.34090909,171.42857143,2.9157343,8.94308943
ADN,"Advent Technologies Holdings, Inc.",0.49689441,0.49689441,1.50564617,0.62189055,2.40506329,-4.16171225,0.24875622,8.91891892,-23.8904627,-38.98561696,-46.01473543,-21.74757282,0.6645651,7.82051282
RDHL,Redhill Biopharma Ltd.,-0.11337868,0,0,0,-0.67643743,-7.64397906,-7.06006322,-12.67326733,18.70794078,16.35883905,9.15841584,-6.36942675,0.41741446,9.26773455
SGU,Star Group L.P.,0,-0.19193858,-0.19098072,-0.11908878,-1.04662226,-1.97926484,-2.53045923,-5.28233151,-7.22569135,1.16731518,10.52072264,10.28632025,0.2663385,2.65444015
ATRO,Astronics Corporation,-0.30007502,-0.07518797,-0.22522523,-0.4494382,-0.82089552,-2.42290749,-2.92184076,-0.5239521,-26.61512976,-19.55205811,0.45351474,60.89588378,1.8180437,3.42620482
SPFI,"South Plains Financial, Inc.",-0.1740644,-0.34752389,-0.52038161,-0.34752389,-1.41813494,-1.33390706,-1.67238422,-1.1637931,-5.5601318,-6.17839607,21.00263852,53.37792642,0.9007059,2.35499346
SFTW,Osprey Technology Acquisition Corp.,0.09624639,-0.27424582,0.14540342,-0.38314176,-4.23572744,-1.51515152,4.20841683,3.6889332,4.1041041,-6.97674419,-0.66857689,3.48258706,0.39607355,11.69230769
CCNE,CNB Financial Corporation,0.08213552,0.16440608,0.0410509,0.37067545,-0.24559967,-0.89686099,-1.61877782,-1.09845403,0.04115226,-4.74137931,14.18506341,55.53422905,0.9166444,1.15463918
ATHA,"Athira Pharma, Inc.",0,0,-0.36363636,-1.26126126,-0.90415913,-0.36363636,2.81425891,3.49386213,-45.2,-46.19538537,-68,,1.7301733,6.06753006
AFIB,"Acutus Medical, Inc.",-0.0422833,-0.16891892,-0.16891892,-0.29523408,-0.84391725,-5.29270249,-9.15384615,-7.66223612,-30.36556604,-28.76960193,-59.00728914,-64.2446261,0.6270275,7.03259005
PRVB,"Provention Bio, Inc.",-0.15576324,0,0.07806401,-0.07794232,-1.003861,-1.23076923,-0.77279753,-4.3219076,-16.62337662,-46.67774086,-62.10153483,-44.79793637,1.6457587,3.66826156
FSBC,Five Star Bancorp,-0.12787724,0.213858,-0.40382572,-0.44614404,-0.42498938,-0.16920474,-0.54782975,-1.17252931,-8.17120623,39.64497041,76.64670659,30.74792244,-0.55666244,2.92221745
EPIX,ESSA Pharma Inc.,-0.43383948,-0.70308275,-0.64935065,-1.60771704,-3.06230201,-2.94426919,-4.45134576,-2.6371308,-67.97362942,-69.6680907,-22.63202012,20.81151832,0.21057662,6.94597574
PFDR,Pathfinder Acquisition Corporation,-0.20182556,-0.20182556,-0.20182556,-0.20182556,-0.20182556,-0.20182556,-0.10050761,-0.10050761,0.82069672,,,,-0.13846691,0.20223372
TUFN,Tufin Software Technologies Ltd.,-0.36832413,-0.0923361,-0.18450185,-0.2764977,-0.2764977,-1.90045249,-1.63339383,-1.45454545,13.98527865,-10.41322314,-13.14102564,15.44195953,1.2459941,2.79069767
CLAA,Colonnade Acquisition Corp. II,0.51493306,0.51493306,0.51493306,0.51493306,0.51493306,0.51493306,0.43218769,0.1025641,,,,,-0.22452556,0.92687951
FACA,Figure Acquisition Corp. I,0,0,0,0,-0.1019368,0.30706244,0,-0.1019368,-2.39043825,,,,0.20466255,0.71794872
